,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,649708,https://www.abgeordnetenwatch.de/profile/norbert-lammert,0,202,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Liebe Kolleginnen und Kollegen, ich begrüße Sie herzlich. Wir setzen unsere Haushaltsberatungen - Tagesordnungspunkt I - fort:

a)	Zweite Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2017 (Haushaltsgesetz 2017)

Drucksachen 18/9200, 18/9202

b)	Beratung der Beschlussempfehlung des Haushaltsausschusses (8. Ausschuss) zu der Unterrichtung durch die Bundesregierung

Finanzplan des Bundes 2016 bis 2020

Drucksachen 18/9201, 18/9202, 18/9827

Am Mittwoch der Haushaltswoche rufe ich wie immer Tagesordnungspunkt I.9 auf:

Einzelplan 04

Bundeskanzlerin und Bundeskanzleramt

Drucksachen 18/9824, 18/9825

Berichterstatter sind die Abgeordneten Rüdiger Kruse, Bernhard Schulte-Drüggelte, Johannes Kahrs, Gesine Lötzsch, Tobias Lindner und Anja Hajduk.

Über diesen Einzelplan 04 werden wir später namentlich abstimmen.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 224 Minuten vorgesehen. Das sollte auskömmlich sein, auch wenn dabei nicht jede Einzelheit des Bundeshaushaltes vorgetragen werden kann und muss. Ich bitte schon jetzt darum, dieses vereinbarte Zeitmaß im Auge zu behalten. - Jedenfalls sehe ich gegen diese Vereinbarung keinen Widerspruch. Also können wir so verfahren.

Ich eröffne die Aussprache und erteile das Wort der Kollegin Sahra Wagenknecht für die Fraktion Die Linke.",TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,chair,18
1,649709,,1,202,,,,,,Beifall bei der LINKEN,TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,poi,18
2,649710,https://www.abgeordnetenwatch.de/profile/dr-sahra-wagenknecht-0,2,202,Dr. Sahra Wagenknecht (DIE LINKE),Dr. Sahra Wagenknecht,sahra-wagenknecht,1358,linke,"Herr Präsident! Sehr geehrte Damen und Herren! Frau Bundeskanzlerin! Es ist schon verblüffend, wie Politik manchmal funktioniert.",TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,speech,18
3,649711,,3,202,,,,,,Lachen bei Abgeordneten der CDU/CSU,TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,poi,18
4,649712,https://www.abgeordnetenwatch.de/profile/dr-sahra-wagenknecht-0,4,202,Dr. Sahra Wagenknecht (DIE LINKE),Dr. Sahra Wagenknecht,sahra-wagenknecht,1358,linke,"- Ich weiß gar nicht, was Sie daran so lustig finden. - In Deutschland wachsen soziale Ungleichheit und Verunsicherung und mit ihnen die Zahl der Wählerstimmen der AfD.",TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,speech,18
5,649713,https://www.abgeordnetenwatch.de/profile/manfred-grund/archive/213924,5,202,Manfred Grund [CDU/CSU],Manfred Grund,manfred-grund,1814,cducsu,Gleich im ersten Satz!,TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,poi,18
6,649714,https://www.abgeordnetenwatch.de/profile/michael-grosse-bromer-2/archive/217189,6,202,Michael Grosse-Brömer [CDU/CSU],Michael Grosse-Brömer,michael-grosse-bromer,1544,cducsu,Kaufen Sie sich doch mal eine neue Platte! Die ist kaputt!,TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,poi,18
7,649715,https://www.abgeordnetenwatch.de/profile/dr-sahra-wagenknecht-0,7,202,Dr. Sahra Wagenknecht (DIE LINKE),Dr. Sahra Wagenknecht,sahra-wagenknecht,1358,linke,In Europa ist die deutsche Regierung so isoliert wie lange nicht mehr.,TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,speech,18
8,649716,https://www.abgeordnetenwatch.de/profile/manfred-grund/archive/213924,8,202,Manfred Grund [CDU/CSU],Manfred Grund,manfred-grund,1814,cducsu,Der zweite Satz ist auch nicht besser!,TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,poi,18
9,649717,https://www.abgeordnetenwatch.de/profile/dr-sahra-wagenknecht-0,9,202,Dr. Sahra Wagenknecht (DIE LINKE),Dr. Sahra Wagenknecht,sahra-wagenknecht,1358,linke,"Als bevorzugten Partner hat sich die Kanzlerin ausgerechnet einen türkischen Diktator ausgesucht, der Journalisten und Oppositionelle ins Gefängnis werfen lässt und die Todesstrafe großartig findet.",TOP I.9 Bundeskanzlerin und Bundeskanzleramt,15084,speech,18
