,id,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,1,0,170,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Liebe Kolleginnen und Kollegen, ich begrüße Sie alle herzlich zu unserer Plenarsitzung.

Vor Eintritt in die Tagesordnung möchte ich dem Kollegen Gernot Erler zu seinem 72. Geburtstag gratulieren, den er in der vergangenen Woche begangen hat. Herzliche Glückwünsche und alles Gute für das neue Lebensjahr!",TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,chair,18
1,2,1,170,,,,,,Beifall,TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,poi,18
2,3,2,170,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Es gibt eine interfraktionelle Vereinbarung, die Tagesordnung um die in der Zusatzpunkteliste aufgeführten Punkte zu erweitern:

ZP 1	Aktuelle Stunde auf Verlangen der Fraktion BÜNDNIS 90/DIE GRÜNEN:

Haltung der Bundesregierung zu TTIP",TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,chair,18
3,4,3,170,,,,,,siehe 169. Sitzung,TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,poi,18
4,5,4,170,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"ZP 2	Erste Beratung des von den Abgeordneten Hans-Christian Ströbele, Renate Künast, Dr. Konstantin von Notz, weiteren Abgeordneten und der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines ... Gesetzes zur Änderung des Strafgesetzbuches zur Streichung des Majestätsbeleidigungsparagrafen (§ 103 StGB)

Drucksache 18/8123

Überweisungsvorschlag:

Ausschuss für Recht und Verbraucherschutz (f)

Auswärtiger Ausschuss

Innenausschuss

Ausschuss für Kultur und Medien

ZP 3	Erste Beratung des von den Abgeordneten Harald Petzold (Havelland), Frank Tempel, Dr. André Hahn, weiteren Abgeordneten und der Fraktion DIE LINKE eingebrachten Entwurfs eines ... Gesetzes zur Änderung des Strafgesetzbuches - Neuordnung der Beleidigungsdelikte

Drucksache 18/8272

Überweisungsvorschlag:

Ausschuss für Recht und Verbraucherschutz (f)

Innenausschuss

ZP 4	Weitere Überweisungen im vereinfachten Verfahren",TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,chair,18
5,6,5,170,,,,,,Ergänzung zu TOP 23,TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,poi,18
6,7,6,170,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"a)	Beratung des Antrags der Abgeordneten Dr. Harald Terpe, Maria Klein-Schmeink, Kordula Schulz-Asche, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Mit Beitragsgeldern der gesetzlich Versicherten sorgsam umgehen - Mehr Transparenz und bessere Aufsicht über die Selbstverwaltung im Gesundheitswesen

Drucksache 18/8394

Überweisungsvorschlag:

Ausschuss für Gesundheit

b)	Beratung des Antrags der Abgeordneten Dr. Valerie Wilms, Matthias Gastel, Stephan Kühn (Dresden), weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Pkw-Maut zurückziehen und Konflikt mit der EU-Kommission beenden

Drucksache 18/8397

Überweisungsvorschlag:

Ausschuss für Verkehr und digitale Infrastruktur

ZP 5	Aktuelle Stunde auf Verlangen der Fraktion DIE LINKE:

Aktuelle Entwicklungen beim EU-Türkei-Abkommen

ZP 6	Beratung des Antrags der Abgeordneten Annalena Baerbock, Stephan Kühn (Dresden), Oliver Krischer, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Braunkohlesanierung durch die Lausitzer und Mitteldeutsche Bergbau-Verwaltungsgesellschaft mbH fortsetzen

Drucksache 18/8396

Überweisungsvorschlag:

Haushaltsausschuss (f)

Ausschuss für Umwelt, Naturschutz, Bau und Reaktorsicherheit

Von der Frist für den Beginn der Beratungen soll, soweit erforderlich, abgewichen werden.

Des Weiteren sollen die Tagesordnungspunkte 7 und 8 ihre Plätze tauschen. Der Tagesordnungspunkt 5 - erste Beratung des Entwurfs eines Bundespolizeibeauftragtengesetzes - wird abgesetzt. Stattdessen sollen die Gesetzentwürfe auf den Drucksachen 18/8123 und 18/8272 aufgerufen werden. Hier geht es um Änderungen des Strafgesetzbuches.

Darüber hinaus sollen auch der Tagesordnungspunkt 18 c - Beratung der Beschlussempfehlung zum Antrag mit dem Titel „Dem CETA-Abkommen so nicht zustimmen“ - und der Tagesordnungspunkt 24 a - Entwurf eines Gesetzes zur Änderung des Agrarmarktstrukturgesetzes - abgesetzt werden.

Schließlich mache ich noch auf mehrere nachträgliche Ausschussüberweisungen im Anhang zur Zusatzpunkteliste aufmerksam:

Der am 14. April 2016 (164. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Familie, Senioren, Frauen und Jugend (13. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Vierten Gesetzes zur Änderung arzneimittelrechtlicher und anderer Vorschriften

Drucksache 18/8034

Überweisungsvorschlag:

Ausschuss für Gesundheit (f)

Ausschuss für Recht und Verbraucherschutz

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Umwelt, Naturschutz, Bau und Reaktorsicherheit

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Der am 14. April 2016 (164. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Kultur und Medien (22. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Stärkung der beruflichen Weiterbildung und des Versicherungsschutzes in der Arbeitslosenversicherung (Arbeitslosenversicherungsschutz- und Weiterbildungsstärkungsgesetz - AWStG)

Drucksache 18/8042

Überweisungsvorschlag:

Ausschuss für Arbeit und Soziales (f)

Ausschuss für Recht und Verbraucherschutz

Ausschuss für Wirtschaft und Energie

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Ausschuss für Kultur und Medien

Haushaltsausschuss mitberatend und gemäß § 96 der GO

Die am 28. April 2016 gemäß § 80 Absatz 3 der Geschäftsordnung überwiesene nachfolgende Unterrichtung soll zusätzlich dem Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung (19. Ausschuss) zur Mitberatung überwiesen werden:

Unterrichtung durch die Bundesregierung

Strategie zur Eindämmung von HIV, Hepatitis B und C und anderen sexuell übertragbaren Infektionen

BIS 2030 - Bedarfsorientiert, Integriert, Sektorübergreifend

Drucksache 18/8058

Überweisungsvorschlag:

Ausschuss für Gesundheit (f)

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung

Ich frage Sie, ob Sie mit diesen Änderungen einverstanden sind. - Das ist offensichtlich der Fall. Damit ist das so beschlossen.

Dann rufe ich unseren Tagesordnungspunkt 3 auf:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Erleichterung des Ausbaus digitaler Hochgeschwindigkeitsnetze (DigiNetzG)

Drucksache 18/8332

Überweisungsvorschlag:

Ausschuss für Verkehr und digitale Infrastruktur (f)

Innenausschuss

Ausschuss für Recht und Verbraucherschutz

Ausschuss für Wirtschaft und Energie

Ausschuss für Umwelt, Naturschutz, Bau und Reaktorsicherheit

Ausschuss Digitale Agenda

Die Aussprache dazu soll nach einer Vereinbarung zwischen den Fraktionen 60 Minuten dauern. - Auch dazu stelle ich Einvernehmen fest. Dann verfahren wir so.

Ich eröffne die Aussprache und erteile dem Bundesminister Dobrindt das Wort.",TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,chair,18
7,8,7,170,,,,,,Beifall bei Abgeordneten der CDU/CSU und der SPD,TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,poi,18
8,9,8,170,"Alexander Dobrindt, Bundesminister für Verkehr und digitale Infrastruktur",Alexander Dobrindt,alexander-dobrindt,587.0,,"Werter Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Mit dem heute eingebrachten Entwurf des sogenannten DigiNetz-Gesetzes stellen wir die drei Is in den Vordergrund unserer Digitalstrategie: Investition, Innovation und Infrastruktur. Das ist ein Meilenstein in der Gigabitstrategie der Bundesregierung mit dem klaren Prinzip: Jede Baustelle schafft Bandbreite. Das heißt, zukünftig gibt es eine Investitionskombination. Überall, wo der Bund in seine Netze investiert, wird automatisch Breitband mitverlegt.",TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,speech,18
9,10,9,170,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP 3 Ausbau digitaler Hochgeschwindigkeitsnetze,2630,poi,18
