,id,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,132235,0,174,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie alle zu unserer Plenarsitzung.

Wir beginnen heute Morgen mit dem Zusatzpunkt 4:

Erste Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Integrationsgesetzes

Drucksache 18/8615

Überweisungsvorschlag:

Ausschuss für Arbeit und Soziales (f)

Innenausschuss

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Haushaltsausschuss mitberatend und gemäß § 96 der GO

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 60 Minuten vorgesehen. - Dagegen gibt es offenkundig keine Einwände. Also können wir so verfahren.

Ich eröffne die Aussprache und erteile das Wort zunächst für die Bundesregierung dem Innenminister Thomas de Maizière.",,,chair,18
1,132236,1,174,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,,,poi,18
2,132237,2,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Herr Präsident! Liebe Kolleginnen und Kollegen! Unser Land steht beim Thema Integration vor einer gewaltigen Aufgabe. Die Bewältigung dieser Aufgabe ist nicht getan mit schönen Worten, sondern beginnt mit Einsichten über gelungene und misslungene Integration und mit Entscheidungen über den Weg, den wir als Gesellschaft gehen wollen.

In Deutschland leben über 16 Millionen Menschen, die selbst oder ihre Eltern oder ihre Großeltern Wurzeln im Ausland haben. Zur Wahrheit gehört, wenn es um gelingende Integration geht, zwei Realitäten zu beschreiben.

Erstens. Unter ihnen sind viele Menschen, die ihre Chancen genutzt haben. Sie haben eine Ausbildung gemacht oder ein Handwerk gelernt. Sie studieren oder haben studiert. Sie haben Betriebe gegründet. Sie geben Menschen Arbeit und bringen unser Land voran. Viele Eltern, die als junge Menschen ihre Heimat verließen, erziehen ihre Kinder gut und ermöglichen ihnen eine Ausbildung, oft eine bessere, als sie selbst genossen haben. Alle diese Menschen sind Teil unseres Landes. Diese Menschen bereichern unser Land, und das sollten wir auch immer klar aussprechen.",,,speech,18
3,132238,3,174,,,,,,Beifall bei der CDU/CSU und der SPD sowie bei Abgeordneten der LINKEN,,,poi,18
4,132239,4,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Zweitens. Es gibt aber auch eine andere Realität: An einigen Stellen in Deutschland leben Menschen mit ausländischen Wurzeln, die sich kaum oder gar nicht in unser Land einbringen. Sie leben ein Leben unter sich, fast ohne Kontakte zu Deutschen und ohne Einbindungen in unsere Gesellschaft. Sie sprechen kaum Deutsch oder wollen es nicht und haben auch keinen ordentlichen Arbeitsplatz. Manche junge Männer unter ihnen begehen auffällig häufig Straftaten. Viele grenzen sich ab, manche über die Religion, andere über abwegige Vorstellungen von Ehre oder über beides. Die Lehrer in den Schulen der entsprechenden Gegenden schaffen es oft nicht, die fehlenden Deutschkenntnisse der Kinder aufzufangen, von Wertevermittlung und Bildungsperspektive ganz zu schweigen.

Solche Einsichten über beide Realitäten in unserem Land tun weh, auch weil Teile dieser Entwicklung mit Fehlern unserer eigenen Vergangenheit zu tun haben: verträumte Blicke auf schwierige Integrationsaufgaben, Ghettobildungen in Städten und Gemeinden, zu viele lose Wünsche und zu wenige klare Erwartungen. Tun wir gemeinsam alles dafür, dass sich solche Fehler nicht wiederholen.",,,speech,18
5,132240,5,174,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,,,poi,18
6,132241,6,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,Heute geht es nicht um die Zuwanderer der vergangenen Jahrzehnte. Es geht übrigens auch nicht um Einwanderer. Insofern geht die Debatte um ein Einwanderungsgesetz - jedenfalls heute - am Thema vorbei.,,,speech,18
7,132242,7,174,Thomas Oppermann [SPD],Thomas Oppermann,thomas-oppermann,459.0,spd,Wir kommen darauf zurück!,,,poi,18
8,132243,8,174,Gegenruf des Abg. Volker Kauder [CDU/CSU],Volker Kauder,volker-kauder,515.0,cducsu,"Ja, in der nächsten Legislaturperiode!",,,poi,18
9,132244,9,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Denn heute geht es um die Integration von Menschen, die als Flüchtlinge zu uns gekommen sind, die hier Schutz suchen und bleiben dürfen. Welchen Weg wollen wir als Gesellschaft gehen? Was erwarten wir von diesen Menschen?

Unsere Bevölkerung hat den Willen, diejenigen, die Schutz brauchen und eine Bleibeperspektive haben, hier zu integrieren. Diesen Willen wollen wir bewahren. Dafür brauchen wir Integrationsmaßnahmen. Dafür brauchen wir aber auch ihr Vertrauen, dass der Rechtsstaat das bestehende Recht auch durchsetzt.",,,speech,18
10,132245,10,174,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,,,poi,18
11,132246,11,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Das bedeutet Aufnahme und Integration der Menschen mit Bleibeperspektive einerseits, konsequente Ausreise, notfalls Abschiebung der Menschen ohne Bleiberecht andererseits.

Ich lege heute zusammen mit meiner Kollegin Andrea Nahles das erste Integrationsgesetz für Deutschland vor. Das ist eine entscheidende Zäsur für unser Land. Frau Nahles und ich haben eine gemeinsame Federführung. Das ist kein Kompromiss, sondern sachgerecht. Aufenthaltsrecht, Unterbringung, Sprache, Werte und Arbeit, das sind die Maßstäbe für gelingende Integration, und das geht nur gemeinsam.",,,speech,18
12,132247,12,174,,,,,,Beifall bei der CDU/CSU und der SPD,,,poi,18
13,132248,13,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Mit diesem Gesetzentwurf machen wir den Menschen mit Bleibeperspektive ein Angebot: Wir ermöglichen ihnen Ausbildung, Spracherwerb und Einbindung in das wirtschaftliche, kulturelle und rechtliche Gefüge unseres Landes. Dafür erwarten wir Einsatzbereitschaft, Interesse am Leben in Deutschland und Respekt für die gewachsenen Grundlagen unseres Miteinanders. Wer dazu bereit ist, hat hier alle Chancen. Wer dazu nicht bereit ist, dem wird es in Deutschland nicht gut gehen.",,,speech,18
14,132249,14,174,,,,,,Beifall bei der CDU/CSU,,,poi,18
15,132250,15,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Wir wollen, dass die, die hierbleiben, Neubürger unseres Landes werden, also Menschen, die sich für unser Recht, unsere Sprache und unsere Kultur öffnen - auch wenn sie nicht oder noch nicht deutsche Staatsbürger werden sollen. Mit dem Integrationsgesetz machen wir die Erbringung von Integrationsleistungen für alle Menschen mit Bleibeperspektive sozusagen zu einer Neubürgerpflicht. Wir verpflichten mehr als bisher zur Teilnahme an Integrationskursen, bieten gleichzeitig mehr Plätze an. Wir erhöhen die Stundenzahl. Wir vertiefen die Wertevermittlung. Wir erhöhen die Vergütung für Integrationslehrkräfte, und wir sagen auch: Integration braucht Regeln, braucht Vorgaben. Das geht nicht von selbst. Den Rechten stehen Pflichten gegenüber. Das ist nicht hart, sondern das ist fair und ganz normal in unserer Gesellschaft. Das machen wir unbestritten auch sonst überall.

Wir wollen nicht, dass sich anerkannte Flüchtlinge ausschließlich dort niederlassen, wo ihre Sprache, ihre Herkunft oder ihre Religion vorherrscht. Das schadet eher der Integration, als dass es ihr nützt.",,,speech,18
16,132251,16,174,Dr. Gesine Lötzsch [DIE LINKE],Dr. Gesine Lötzsch,gesine-lotzsch,328.0,linke,Warum denn?,,,poi,18
17,132252,17,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Jeder muss seine Chance zum Aufstieg und zur Integration dort suchen, wo sie sich bietet, nicht dort, wo er die meisten Leute kennt. Mit dem Gesetz können - können, nicht müssen - die Länder anerkannten Flüchtlingen einen Wohnort zuweisen oder ihnen den Zuzug in einen bestimmten Ort verwehren, solange sie keine feste Arbeit haben. Wenn sie eine feste Arbeit haben, dann können sie selbstverständlich dorthin gehen, wo ihr Arbeitsplatz ist. Aber wir wollen keine Ghettos für Menschen, die von Sozialleistungen abhängig sind, weil diese Integration nicht oder jedenfalls nicht so leicht möglich machen.",,,speech,18
18,132253,18,174,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,,,poi,18
19,132254,19,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Wir ändern außerdem die Voraussetzungen für ein unbefristetes Aufenthaltsrecht in Deutschland. Wer als anerkannter Flüchtling ein solches Recht haben will, muss Sprachkenntnisse vorweisen und seinen Lebensunterhalt überwiegend sichern können, wie übrigens alle anderen Ausländer auch, die hier dauerhaft leben wollen.

Meine Damen und Herren, liebe Kolleginnen und Kollegen, all das hat auch zu Kritik geführt. Warum auch nicht? Einige behaupten, das Gesetz sei vom Geist des Misstrauens geprägt, Integration gelinge nicht unter Druck. Richtig ist aber etwas anderes: Hinter diesen Maßnahmen steht ein Prinzip, das in unzähligen Bereichen unseres Alltages selbstverständlich ist. Wir haben in Deutschland zum Beispiel die allgemeine Schulpflicht, auch mit Sanktionen bei Verstößen. Niemand würde auf die Idee kommen, dieses System an Schulen führe zu einem Geist des Misstrauens und nehme den Schülern die Freude am Lernen. Wir haben die Pflicht zur elterlichen Sorge in Deutschland. Niemand würde auf die Idee kommen, das führe zu der Unterstellung, es gäbe überwiegend schlechte Väter oder schlechte Mütter in Deutschland. „Fördern und Fordern“ ist das richtige Prinzip in nahezu allen Bereichen unserer Gesellschaft. Auch für die Integration ist es deswegen ein richtiges Prinzip.",,,speech,18
20,132255,20,174,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,,,poi,18
21,132256,21,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Meine Damen und Herren, lassen Sie mich zum Schluss noch ein Wort zur Atmosphäre in unserer Gesellschaft sagen, die die Integration begleitet oder begleiten sollte. Wir brauchen ein Klima der gegenseitigen Aufgeschlossenheit und anständiger Beziehungen zwischen den Menschen, die hier leben. Wenn wir uns unserer Stärken bewusst sind, wenn wir an die Kraft der Freiheit glauben, dann brauchen wir keine Angst vor Überfremdung unserer Gesellschaft zu haben.

Wir müssen uns zusammen gegen jene stellen, die offene oder verdeckte Fremdenfeindlichkeit als soziale Politik etablieren wollen.",,,speech,18
22,132257,22,174,,,,,,Beifall bei der CDU/CSU und der SPD,,,poi,18
23,132258,23,174,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,259.0,,"Populisten haben unser Land noch nie auch nur einen Zentimeter weitergebracht. Sie sind das Gegenteil von der Kultur, auf der unsere politische und menschliche Orientierung beruhen sollte. Die Integration der Menschen, die bleiben dürfen, liegt in unserem eigenen, ich sage: in unserem nationalen Interesse.

Am Rande zu stehen und Noten zu vergeben reicht nicht aus. Bei dieser gewaltigen Aufgabe müssen alle mitmachen. Das tun wir nicht nur für die Menschen mit Bleibeperspektive; das tun wir auch für uns, das tun wir für Deutschland.",,,speech,18
24,132259,24,174,,,,,,Anhaltender Beifall bei der CDU/CSU,,,poi,18
25,132260,25,174,,,,,,Beifall bei der SPD,,,poi,18
26,132261,26,174,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Bevor ich die nächste Rednerin aufrufe, möchte ich auf der Besuchertribüne über 300 Stipendiatinnen und Stipendiaten aus unserem Parlamentarischen Patenschafts-Programm begrüßen, die in diesen Tagen ihren Berlin-Besuch absolvieren. Herzlich willkommen im Wohn- und Arbeitszimmer des deutschen Parlamentarismus.",,,chair,18
27,132262,27,174,,,,,,Beifall,,,poi,18
28,132263,28,174,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Ich nutze die Gelegenheit gerne, um mich bei all den Kolleginnen und Kollegen zu bedanken, die zum Teil seit vielen Jahren als Patinnen und Paten die jungen Stipendiatinnen und Stipendiaten betreuen. Dies ist eines der ehrgeizigsten, sicher aber auch eines der wirkungsvollsten Programme, die der Deutsche Bundestag jemals aufgelegt hat.",,,chair,18
29,132264,29,174,,,,,,Beifall,,,poi,18
30,132265,30,174,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Nun hat die Kollegin Dağdelen für die Fraktion Die Linke das Wort.,,,chair,18
31,132266,31,174,,,,,,Beifall bei der LINKEN,,,poi,18
32,132267,32,174,Sevim Dağdelen (DIE LINKE),Sevim Dağdelen,sevim-dagdelen,590.0,linke,"Verehrter Herr Präsident! Verehrte Kolleginnen und Kollegen! Herr Minister de Maizière! Frau Ministerin Nahles! „Integration“ steht zwar auf Ihrem Gesetzentwurf, aber in Ihrem Gesetzentwurf ist genau das Gegenteil enthalten. Deshalb haben zu Recht beide großen Kirchen, das Deutsche Institut für Menschenrechte, viele verschiedene Flüchtlingsverbände, Organisationen und Initiativen Ihren Gesetzentwurf in der Luft zerrissen, weil es der Entwurf eines Integrationsverhinderungsgesetzes ist.",,,speech,18
33,132268,33,174,,,,,,Beifall bei der LINKEN,,,poi,18
