,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,668220,https://www.abgeordnetenwatch.de/profile/norbert-lammert,0,145,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zu unserer 145. Sitzung. Ich möchte Ihnen zunächst mitteilen, dass es eine interfraktionelle Vereinbarung gibt, die Unterrichtung der Bundesregierung über die Stellungnahme des Bundesrates und die Gegenäußerung der Bundesregierung auf der Drucksache 18/6987 zu dem bereits überwiesenen Entwurf eines Gesetzes zur Umsetzung einer EU-Richtlinie über die Anerkennung von Berufsqualifikationen sowie zur Umsetzung einer EU-Verordnung über die Verwaltungszusammenarbeit mithilfe des Binnenmarkt-Informationssystems für bundesrechtlich geregelte Heilberufe und andere Berufe an den federführenden Ausschuss für Gesundheit und zur Mitberatung an den Ausschuss für Recht und Verbraucherschutz sowie den Ausschuss für Familie, Senioren, Frauen und Jugend zu überweisen. Ich frage Sie nun, ob Sie damit einverstanden sind. - Es fängt gut an. Wir haben das so beschlossen.

Dann kommen wir jetzt zu unserem Tagesordnungspunkt 1:

Befragung der Bundesregierung

Die Bundesregierung hat als Thema der heutigen Kabinettssitzung mitgeteilt: Gesetzentwurf zur Umsetzung der Richtlinie über Tabakerzeugnisse und verwandte Erzeugnisse.

Das Wort für den einleitenden fünfminütigen Bericht hat der Bundesminister für Ernährung und Landwirtschaft, Christian Schmidt.

Da wir uns mit Blick auf die vereinbarte anschließende Regierungserklärung besonders konsequent an das ohnehin übliche Zeitformat halten sollten, bitte ich, mir beabsichtigte Wortmeldungen, insbesondere wenn sie sich auf Dinge über diesen Bericht hinaus beziehen sollten, vielleicht schon einmal zu signalisieren, damit wir diese berücksichtigen und sortieren können.

Herr Minister, bitte schön.",TOP 1 Befragung der Bundesregierung,14663,chair,18
1,668221,https://www.abgeordnetenwatch.de/profile/christian-schmidt-2-0,1,145,"Christian Schmidt, Bundesminister für Ernährung und Landwirtschaft",Christian Schmidt,christian-schmidt,1682,,"Herr Präsident! Liebe Kolleginnen und Kollegen! Ich bemühe mich natürlich auch, im Zeitrahmen zu bleiben, wenn ich über die Thematiken der heutigen Kabinettssitzung, in den Mittelpunkt gestellt das Tabakerzeugnisgesetz, berichte. Wir hatten als ordentlichen Tagesordnungspunkt meinen Entwurf eines Tabakerzeugnisgesetzes. Wir setzen damit die Tabakproduktrichtlinie der EU um und tragen zur Harmonisierung des Binnenmarktes bei. Der heute beschlossene Entwurf ist ein umfangreiches Paket, das die Rechtslage neu gestaltet.

Ich glaube, es ist uns gelungen, ein ausgewogenes Regelungswerk vorzulegen. Im Zentrum steht ein deutlicher Fortschritt für einen besseren gesundheitlichen Verbraucherschutz. Ich will darauf hinweisen, dass 110 000 Todesfälle pro Jahr in unmittelbaren Zusammenhang mit Rauchen und Tabakgenuss gebracht werden.

Auch die anderen Interessen und Themenbereiche wurden im Blick behalten. Ich muss darauf hinweisen, dass Deutschland einer der wenigen Standorte innerhalb der Europäischen Union ist, an dem es noch große Produktionsanlagen für Zigaretten gibt, die teilweise auch für den Export produzieren.

Zigaretten sind nach wie vor ein legales Produkt. Deswegen muss es auch möglich sein, sie zu produzieren. Deshalb wird es ein faktisches Produktions-Aus weder in der EU-Richtlinie noch in der Umsetzung in nationales Recht geben.

Der Entwurf sieht insbesondere folgende Maßnahmen vor:

Das Inverkehrbringen von Zigaretten und von Tabak zum Selbstdrehen wird verboten, soweit ein charakteristisches Aroma zugefügt wird oder Aromastoffe oder technische Merkmale enthalten sind, mit denen sich Geruch, Geschmack oder die Rauchintensität verändern lassen, oder die auf andere Weise diese Aromastoffe beiführen. Das ist eine sehr detaillierte und detailfordernde Regelung. Wir gehen von gegenwärtig über 50 verschiedenen Aromastoffen aus. Ich darf berichten, dass wir uns sehr streng an die wissenschaftlichen Erkenntnisse hinsichtlich der Wirkungen gehalten haben. Ich habe allerdings die Europäische Kommission auch gebeten, möglichst doch in eine europäische Abstimmung zu gehen und einheitliche Regelungen anzustreben; denn es sollte nicht sein, dass nationale Erkenntnisse unterschiedlich bewertet werden, zumal wenn in manchen Mitgliedstaaten gar keine wissenschaftliche Expertise hierfür verfügbar ist. Das heißt, eine gemeinsame europäische Regelung und, soweit möglich, nach bestem wissenschaftlichen Wissen und Gewissen auch nationale Regelungen; das ist auch zugelassen.

Wir haben daneben für Zigaretten, Tabak zum Selbstdrehen und Wasserpfeifentabak die gesundheitsbezogenen kombinierten Text-Bild-Warnhinweise, die uns die Europäische Kommission vorgelegt und vorgeschrieben hat - leider erst vor wenigen Wochen -, zur Grundlage des Gesetzes gemacht.

Erstmals werden neben Tabakerzeugnissen und pflanzlichen Raucherzeugnissen auch elektronische Zigaretten und Nachfüllbehälter geregelt. Für sie enthält der Gesetzentwurf unter anderem Vorschriften zu Inhaltsstoffen, Produktsicherheit, Verpackungsgestaltung und Mitteilungspflichten. Das ist deswegen wichtig, weil wir feststellen, dass neben der unmittelbaren gesundheitlichen Gefährdung, die durch die Stoffe entstehen kann, auch ein gewisser Effekt der Gewöhnung an das Rauchen gerade bei Jugendlichen stattfindet.

Um die Rückverfolgbarkeit und Echtheit von Tabakerzeugnissen zu gewährleisten, müssen deren Packungen ein individuelles Erkennungsmerkmal und ein fälschungssicheres Sicherheitsmerkmal tragen. Da ist unsere deutsche Tradition mit der Banderole eine gute Grundlage dafür. Jeder sieht, dass wir dabei auch die Kriminalitätsbekämpfung im Auge haben.

Ich will den gesundheitlichen Verbraucherschutz konsequent weiterentwickeln, gerade für Kinder und Jugendliche. Hierzu gehört auch die Umsetzung der völkerrechtlich vereinbarten Verpflichtungen aus der Tabakrahmenkonvention der Weltgesundheitsorganisation, die in diesem Hause im Jahr 2005 ratifiziert worden ist. Durch diese werden wir angehalten, ein Werbeverbot bzw. Werbebeschränkungen zu erlassen. Diese Werbebeschränkungen, die 2006 in wesentlichen Bereichen durch die EU bereits stattgefunden haben, werden im Bereich der Kinowerbung so gestaltet, dass jugendfreie Filme nicht mehr beworben werden dürfen - das dürfen sie im Augenblick auch nur in ganz wenigen Ausnahmefällen -; außerdem läuft die Möglichkeit zur Großflächenwerbung nach einer Übergangszeit aus. Diesbezüglich steht aber gegenwärtig ein Gesetzentwurf zur Notifizierung in Brüssel an, und dieser wird in einem gesonderten Verfahren in die Beratung gegeben. Die Ressortabstimmung ist bereits erfolgt.",TOP 1 Befragung der Bundesregierung,14663,speech,18
2,668222,https://www.abgeordnetenwatch.de/profile/norbert-lammert,2,145,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"Herr Minister, können wir das, was auf den weiteren Zetteln steht, bei Nachfragen vortragen?",TOP 1 Befragung der Bundesregierung,14663,chair,18
3,668223,https://www.abgeordnetenwatch.de/profile/christian-schmidt-2-0,3,145,"Christian Schmidt, Bundesminister für Ernährung und Landwirtschaft",Christian Schmidt,christian-schmidt,1682,,"Herr Präsident, ich kam schon zum Ende.",TOP 1 Befragung der Bundesregierung,14663,speech,18
4,668224,https://www.abgeordnetenwatch.de/profile/norbert-lammert,4,145,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"Dann hat die erste Nachfrage die Kollegin Vogler, dann Frau Kovac.",TOP 1 Befragung der Bundesregierung,14663,chair,18
5,668225,https://www.abgeordnetenwatch.de/profile/kathrin-vogler/archive/215506,5,145,Kathrin Vogler (DIE LINKE),Kathrin Vogler,kathrin-vogler,1369,linke,"Vielen Dank, Herr Präsident. - Herr Minister, ist es richtig, dass in dem ursprünglich von Ihrem Haus vorgelegten Gesetzentwurf ein umfassendes Tabakwerbeverbot vorgesehen war, wie es uns die WHO-Tabakrahmenkonvention eigentlich vorgibt? Ist es auch richtig, dass ein solch umfassendes Werbeverbot - Sie haben es angedeutet - jetzt im Kabinettsbeschluss fehlt, und wenn ja, können Sie uns auch bestätigen, dass das Werbeverbot auf Druck des Wirtschaftsministeriums und des Kanzleramtes wieder gestrichen werden musste?",TOP 1 Befragung der Bundesregierung,14663,speech,18
6,668226,https://www.abgeordnetenwatch.de/profile/christian-schmidt-2-0,6,145,"Christian Schmidt, Bundesminister für Ernährung und Landwirtschaft",Christian Schmidt,christian-schmidt,1682,,"Liebe Kollegin, ich darf Ihnen antworten, dass wir die Regelungen unter Beachtung der von uns eingegangenen völkerrechtlichen Verpflichtungen umsetzen, allerdings der Weg ein anderer ist; denn es bedarf hierzu der Notifizierung durch die Europäische Kommission. Deswegen ist der Weg anders und länger.

Da die Europäische Kommission leider erst jetzt, nachdem die EU-Richtlinie schon zwei Jahre gilt, zu den Ausführungsregelungen kommt, die uns in die Lage versetzen, eine wirklich präzise Gesetzgebung vorzunehmen, wäre es nicht verantwortungsvoll, wenn wir das Inkrafttreten dieses Gesetzes weiter hinausschieben würden. Wir machen also eines nach dem anderen.",TOP 1 Befragung der Bundesregierung,14663,speech,18
7,668227,https://www.abgeordnetenwatch.de/profile/norbert-lammert,7,145,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,Frau Kovac.,TOP 1 Befragung der Bundesregierung,14663,chair,18
8,668228,https://www.abgeordnetenwatch.de/profile/kordula-kovac,8,145,Kordula Kovac (CDU/CSU),Kordula Kovac,kordula-kovac,1263,cducsu,"Sehr geehrter Herr Minister, stehen die Vorgaben zur Rückverfolgbarkeit in einem ausgewogenen Verhältnis zum Bürokratieaufwand, der dann neu auf uns zukommt?",TOP 1 Befragung der Bundesregierung,14663,speech,18
9,668229,https://www.abgeordnetenwatch.de/profile/christian-schmidt-2-0,9,145,"Christian Schmidt, Bundesminister für Ernährung und Landwirtschaft",Christian Schmidt,christian-schmidt,1682,,"Vielen Dank, Frau Kollegin. - Der Normenkontrollrat hat uns bescheinigt, dass wir die Vorschriften eins zu eins umsetzen. Was die Rückverfolgbarkeit anbelangt, ist die Europäische Union hinsichtlich der Vorlage von Informationen zu den Detailregelungen, die wir dann umsetzen müssen, noch säumig. Deswegen kann ich das nicht abschließend beantworten. Die Rückverfolgbarkeit bei deutschen Produkten ist aus den von mir genannten Gründen, die auch mit dem Zuständigkeitsbereich des Bundesfinanzministers zu tun haben, eigentlich gewährleistet.",TOP 1 Befragung der Bundesregierung,14663,speech,18
