,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,637615,https://www.abgeordnetenwatch.de/profile/norbert-lammert,0,161,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zu unserer Plenarsitzung. Ich möchte vor Eintritt in die Tagesordnung unserer Vizepräsidentin Edelgard Bulmahn zu ihrem 65. Geburtstag gratulieren, den sie in den letzten Tagen begangen hat,",TOP 4 Bezahlbares Wohnen und Bauen,14785,chair,18
1,637616,,1,161,,,,,,Beifall,TOP 4 Bezahlbares Wohnen und Bauen,14785,poi,18
2,637617,https://www.abgeordnetenwatch.de/profile/norbert-lammert,2,161,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"und der Kollegin Waltraud Wolff, die vorgestern ihren 60. Geburtstag gefeiert hat.",TOP 4 Bezahlbares Wohnen und Bauen,14785,chair,18
3,637618,,3,161,,,,,,Beifall,TOP 4 Bezahlbares Wohnen und Bauen,14785,poi,18
4,637619,https://www.abgeordnetenwatch.de/profile/norbert-lammert,4,161,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"- Das Protokoll verzeichnet nicht enden wollenden Beifall. Alle guten Wünsche für das neue Lebensjahr!

Wir müssen vor Eintritt in unsere Tagesordnung noch eine Wahl von Mitgliedern des Stiftungsrates der „Stiftung Berliner Schloss - Humboldtforum“ durchführen. Die SPD-Fraktion schlägt vor, dass der Kollege Michael Groß als bisheriges ordentliches Mitglied und der Kollege Klaus Mindrup als bisheriges stellvertretendes Mitglied des Stiftungsrates ihre Funktionen tauschen. Kann ich dazu Einvernehmen feststellen? - Das ist offensichtlich der Fall. Dann bleiben beide unter Wechsel ihrer Funktionen als ordentliches und stellvertretendes Mitglied im Stiftungsrat.

Es gibt interfraktionell die Vereinbarung, die Tagesordnung um die in der Zusatzpunkteliste aufgeführten Punkte zu erweitern - dabei geht es um die Reform der Pflegeberufe, um Sammelübersichten des Petitionsausschusses und zwei Anträge zur Überweisung bzw. Beschlussfassung -:

ZP 1	Weitere Überweisungen im vereinfachten Verfahren",TOP 4 Bezahlbares Wohnen und Bauen,14785,chair,18
5,637620,,5,161,,,,,,Ergänzung zu TOP 23,TOP 4 Bezahlbares Wohnen und Bauen,14785,poi,18
6,637621,https://www.abgeordnetenwatch.de/profile/norbert-lammert,6,161,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"a)	Beratung des Antrags der Abgeordneten Dr. Thomas Gambke, Kerstin Andreae, Britta Haßelmann, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Betrug mit manipulierten Registrierkassen gesetzlich verhindern - Zeitgleich Abschreibungsregeln für geringwertige Wirtschaftsgüter verbessern

Drucksache 18/7879

Überweisungsvorschlag:

Finanzausschuss (f)

Ausschuss für Wirtschaft und Energie

Haushaltsausschuss

b)	Beratung des Antrags der Abgeordneten Oliver Krischer, Stephan Kühn (Dresden), Matthias Gastel, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Bericht zu den angeordneten Nachprüfungen von Diesel-Pkw vorlegen

Drucksache 18/7882

ZP 2	Weitere abschließende Beratungen ohne Aussprache",TOP 4 Bezahlbares Wohnen und Bauen,14785,chair,18
7,637622,,7,161,,,,,,Ergänzung zu TOP 24,TOP 4 Bezahlbares Wohnen und Bauen,14785,poi,18
8,637623,https://www.abgeordnetenwatch.de/profile/norbert-lammert,8,161,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"a)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 296 zu Petitionen

Drucksache 18/7893

b)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 297 zu Petitionen

Drucksache 18/7894

c)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 298 zu Petitionen

Drucksache 18/7895

d)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 299 zu Petitionen

Drucksache 18/7896

e)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 300 zu Petitionen

Drucksache 18/7897

f)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 301 zu Petitionen

Drucksache 18/7898

g)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 302 zu Petitionen

Drucksache 18/7899

h)	Beratung der Beschlussempfehlung des Petitionsausschusses (2. Ausschuss)

Sammelübersicht 303 zu Petitionen

Drucksache 18/7900

ZP 3	Beratung des Antrags der Abgeordneten Elisabeth Scharfenberg, Kordula Schulz-Asche, Maria Klein-Schmeink, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Integrative Pflegeausbildung - Pflegeberuf aufwerten, Fachkenntnisse erhalten

Drucksache 18/7880

Überweisungsvorschlag:

Ausschuss für Gesundheit (f)

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Von der Frist für den Beginn der Beratungen soll, soweit erforderlich, abgewichen werden.

Die Tagesordnungspunkte 12 b - hier geht es um die Beschlussempfehlung zum Antrag mit dem Titel „Die Beziehungen zwischen Deutschland und Namibia stärken und unserer historischen Verantwortung gerecht werden“ - und 24 c - hier geht es um die Übersicht über die dem Bundestag zugeleiteten Streitsachen vor dem Bundesverfassungsgericht - sollen abgesetzt werden.

Schließlich mache ich noch auf zwei nachträgliche Ausschussüberweisungen im Anhang zur Zusatzpunkteliste aufmerksam:

Der am 26.02.2016 (159. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Arbeit und Soziales (11. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Modernisierung des Besteuerungsverfahrens

Drucksache 18/7457

Überweisungsvorschlag:

Finanzausschuss (f)

Innenausschuss

Ausschuss für Recht und Verbraucherschutz

Ausschuss für Ernährung und Landwirtschaft

Ausschuss für Arbeit und Soziales

Haushaltsausschuss mitberatend und gemäß § 96 der GO

Der am 25.02.2016 (158. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Bundesstatistikgesetzes und anderer Statistikgesetze

Drucksache 18/7561

Überweisungsvorschlag:

Innenausschuss (f)

Ausschuss für Recht und Verbraucherschutz

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Ich frage Sie, ob Sie mit diesen Vereinbarungen einverstanden sind. - Das ist der Fall. Dann ist das so beschlossen.

Damit kommen wir zu den Tagesordnungspunkten 4 a und 4 b:

a)	Beratung der Unterrichtung durch die Bundesregierung

Bericht zum Bündnis für bezahlbares Wohnen und Bauen und zur Wohnungsbau-Offensive

Drucksache 18/7825

b)	Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Umwelt, Naturschutz, Bau und Reaktorsicherheit (16. Ausschuss) zu dem Antrag der Abgeordneten Heidrun Bluhm, Caren Lay, Dr. Dietmar Bartsch, weiterer Abgeordneter und der Fraktion DIE LINKE

Soziale Wohnungswirtschaft entwickeln

Drucksachen 18/3744, 18/6633

Nach einer interfraktionellen Vereinbarung sind für diese Aussprache 77 Minuten vorgesehen. - Dazu höre und sehe ich keinen Widerspruch. Also verfahren wir so.

Ich eröffne die Aussprache und erteile das Wort zunächst der Bundesministerin Barbara Hendricks.",TOP 4 Bezahlbares Wohnen und Bauen,14785,chair,18
9,637624,,9,161,,,,,,Beifall bei der SPD sowie bei Abgeordneten der CDU/CSU,TOP 4 Bezahlbares Wohnen und Bauen,14785,poi,18
