,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,594775,https://www.abgeordnetenwatch.de/profile/norbert-lammert,0,206,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"Die Sitzung ist eröffnet. Bleiben Sie bitte von Ihren Plätzen erhoben.

Liebe Kolleginnen und Kollegen! Verehrte Gäste! Am vergangenen Samstag ist nach langer, schwerer Krankheit unser Kollege und Vizepräsident Peter Hintze gestorben. Mit ihm verlieren wir einen der erfahrensten und angesehensten Politiker, der unser Land über drei Jahrzehnte mitgestaltet hat, einen Parlamentarier mit Leib und Seele - und viele von uns einen einfühlsamen Zuhörer, klugen Ratgeber und guten Freund. „Eine still prägende Gestalt der Republik“, hat man ihn in einem Nachruf genannt. Es hätte ihm gefallen, und es ist nicht übertrieben.

Geboren in Bad Honnef, wurde Peter Hintze nach dem Studium der Theologie zunächst Pfarrer in Königswinter; einer größeren Öffentlichkeit wurde er bereits in den 1980er-Jahren bekannt, als der damalige Bundesminister für Jugend und Familie, Heiner Geißler, ihn zum Bundesbeauftragten für den Zivildienst berief.

Peter Hintze bekleidete in seiner politischen Laufbahn zahlreiche Ämter in Partei, Regierung und Parlament, unter anderem als Parlamentarischer Staatssekretär im Bundesministerium für Familie und Jugend, später acht Jahre im Bundeswirtschaftsministerium, dazu auch als Koordinator der Bundesregierung für Luft- und Raumfahrt.

Diesem Haus gehörte er über ein Vierteljahrhundert an; 1990 wurde er erstmals in den Bundestag gewählt - in das erste gesamtdeutsche Parlament. In seiner ersten Rede zur damaligen Hauptstadtdebatte beschwor er den weiteren Bau Europas als vorrangige Aufgabe. Dies blieb eines seiner zentralen Anliegen, das er später auch als langjähriger Vizepräsident der Europäischen Volkspartei und der Christlich Demokratischen Internationale nachhaltig vertrat. Es ist schön, dass dieses europäische Engagement heute Morgen auch in der Anwesenheit des Präsidenten der Assemblée nationale, Claude Bartolone, zum Ausdruck kommt und gewürdigt wird.

Die Wahl Peter Hintzes zum Vizepräsidenten des Bundestages zu Beginn dieser Legislaturperiode war Ausdruck der hohen Wertschätzung, die er unter Kolleginnen und Kollegen über die Fraktionsgrenzen hinweg genoss.

Seine bemerkenswerten Fähigkeiten, ausgleichend zu wirken und Brücken zwischen unterschiedlichen Auffassungen und Interessen zu bauen, wurden nun einer breiteren Öffentlichkeit bewusst, in der viele ihn vor allem als Generalsekretär der CDU in den 1990er-Jahren in Erinnerung hatten - ein eher polarisierendes Amt, in dem er auch zuzuspitzen wusste und durchaus gerne die Kontroverse gesucht hat: mal mit und mal ohne rote Socken.

Peter Hintze war ein Mann mit Überzeugungen, der das offene Wort ebenso pflegte wie seinen rheinländischen Humor mit der Begabung zur Selbstironie. Wichtigster Maßstab seiner politischen Arbeit war - in seinen eigenen Worten - die Freiheit des Menschen, verstanden als Autonomie der Person. „Die Selbstbestimmung ist der Kern der Menschenwürde“, betonte er immer wieder. Darauf pochte er vor allem in seinen stark beachteten Redebeiträgen zu den großen ethischen Debatten innerhalb wie außerhalb des Parlaments über Grundsatzfragen, die den Beginn und das Ende des Lebens betreffen. Hier meldete er sich als theologisch versierter und religiös geprägter, aber liberal argumentierender Mensch regelmäßig zu Wort, zuletzt und unvergessen zu den angemessenen rechtlichen Rahmenbedingungen der Sterbebegleitung.

Peter Hintze hatte eine ausgeprägte Liebe zum Leben. Und wie nur wenige andere Politiker hat er sich intensiv mit dem Sterben beschäftigt. Dass die Antworten bei dieser existenziellen Frage zwischen Leben und Tod unterschiedlich ausfallen können, gehörte für ihn „zur evangelischen Freiheit“. Streitbar war er, der gläubige Christ, eben auch in seinem Glauben und im Umgang mit seiner Kirche. „Zwei zentrale Gebote tragen unsere Werteordnung“, rief er uns im vergangenen Jahr in dieser denkwürdigen Debatte in Erinnerung: „das Gebot der Menschenwürde und das Gebot der Nächstenliebe“.

Auch wenn er so aus seinem christlichen Grundverständnis heraus argumentierte, stellte er - abweichend von der Haltung der Kirchen - aus seiner Sicht klar - Zitat -: „Leiden im Sterben ist sinnlos!“ Auch als er selbst längst sterbenskrank war, hat er dieses Schicksal mit bewundernswerter Haltung ertragen, wie all diejenigen berichten können, die bis zuletzt, bis in die letzten Wochen und Tage hinein, mit ihm Kontakt hatten: ohne jede erkennbare Verbitterung.

Freundschaft, Loyalität und Treue bedeuteten Peter Hintze viel - in der Politik genauso wie im richtigen Leben. Das zeichnete ihn als Mensch aus. Und das wird vielen von uns ebenso in Erinnerung bleiben wie die Lebensleistung eines Politikers, der seinem Land gedient hat und dabei stets mit Nachdruck auch für die europäische Idee und die notwendige Zusammenarbeit eingetreten ist.

Der Politiker wie der Mensch Peter Hintze wird uns fehlen. Wir trauern mit der Familie und wünschen seiner Frau, seinem Sohn und allen Angehörigen in dieser schweren Zeit Kraft und Trost.

Ich danke Ihnen.",TOP 3 Bundesteilhabegesetz,15099,chair,18
1,594776,,1,206,,,,,,Die Anwesenden nehmen Platz,TOP 3 Bundesteilhabegesetz,15099,poi,18
2,594777,https://www.abgeordnetenwatch.de/profile/norbert-lammert,2,206,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"Bevor wir in die Tagesordnung unserer heutigen Plenarsitzung eintreten, möchte ich dem Kollegen Heinz Riesenhuber zu seinem heutigen 81. Geburtstag gratulieren",TOP 3 Bundesteilhabegesetz,15099,chair,18
3,594778,,3,206,,,,,,Beifall,TOP 3 Bundesteilhabegesetz,15099,poi,18
4,594779,https://www.abgeordnetenwatch.de/profile/norbert-lammert,4,206,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"und alles Gute für ein Lebensjahr wünschen, das sich von vielen anderen, die ihm vorausgegangen sind, deutlich unterscheiden wird und bei dem wir uns an den Gedanken gewöhnen müssen, dass deutscher Parlamentarismus irgendwann auch ohne Heinz Riesenhuber stattfinden muss.",TOP 3 Bundesteilhabegesetz,15099,chair,18
5,594780,,5,206,Zurufe von der CDU/CSU und der SPD,von der CDU/CSU und der SPD,von-der-cdu-csu-und-der-spd,,cducsu:spd,Oh!,TOP 3 Bundesteilhabegesetz,15099,poi,18
6,594781,https://www.abgeordnetenwatch.de/profile/norbert-lammert,6,206,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,"- Das hört sich fast an wie ein Antrag auf Verfassungsänderung, der aber noch der Schriftform und förmlicher Verfahren bedürfte.

Dann müssen wir noch ein Mitglied des wissenschaftlichen Beratungsgremiums gemäß § 39a des Stasi-Unterlagen-Gesetzes wählen. Die SPD-Fraktion schlägt vor, für den ausgeschiedenen Professor Dr. Klaus-Dietmar Henke für den Rest der Amtszeit Herrn Professor Dr. Rainer Eckert als Mitglied des Beratungsgremiums zu berufen. Stimmen Sie dem zu? - Das ist offensichtlich der Fall. Damit ist Herr Professor Eckert als Mitglied des wissenschaftlichen Beratungsgremiums gewählt.

Es gibt eine interfraktionelle Vereinbarung, die Tagesordnung um die in der Zusatzpunkteliste aufgeführten Punkte zu erweitern:

ZP 1	Aktuelle Stunde auf Verlangen der Fraktion BÜNDNIS 90/DIE GRÜNEN:

Aktuelle Lage in Aleppo und Syrien",TOP 3 Bundesteilhabegesetz,15099,chair,18
7,594782,,7,206,,,,,,siehe 205. Sitzung,TOP 3 Bundesteilhabegesetz,15099,poi,18
8,594783,https://www.abgeordnetenwatch.de/profile/norbert-lammert,8,206,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754,,ZP 2	Weitere Überweisungen im vereinfachten Verfahren,TOP 3 Bundesteilhabegesetz,15099,chair,18
9,594784,,9,206,,,,,,Ergänzung zu TOP 35,TOP 3 Bundesteilhabegesetz,15099,poi,18
