,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,489247,,0,123,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,,,"Die Sitzung ist eröffnet.

Ich rufe den Tagesordnungspunkt 1 auf:

Befragung der Bundesregierung

Die Bundesregierung hat als Thema der heutigen Kabinettssitzung mitgeteilt: Entwurf eines Fünfzehnten Gesetzes zur Änderung des Luftverkehrsgesetzes.

Das Wort für den einleitenden Bericht hat der Bundesminister für Verkehr und digitale Infrastruktur, Herr Alexander Dobrindt. Bitte schön, Herr Minister.",TOP 1 Befragung der Bundesregierung,14501,chair,18
1,489248,https://www.abgeordnetenwatch.de/profile/alexander-dobrindt-0,1,123,"Alexander Dobrindt, Bundesminister für Verkehr und digitale Infrastruktur",Alexander Dobrindt,alexander-dobrindt,1847.0,,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! Wir haben heute im Kabinett das Fünfzehnte Gesetz zur Änderung des Luftverkehrsgesetzes beschlossen, das zwei ganz wesentliche Elemente beinhaltet.

Eines dieser Elemente ist die ausdrückliche Klarstellung, dass die gesamten räumlichen Einwirkungen eines Flughafens, das heißt auch die Beeinträchtigungen, die durch Flugverfahren entstehen können - Lärm und Ähnliches -, in die Umweltverträglichkeitsprüfung miteinbezogen werden müssen. Mit dieser Regelung werden also auch die Bereiche erfasst, in denen An- und Abflugverkehr zukünftig nicht ausgeschlossen werden kann. Das wirkt sich auf Planfeststellungsverfahren aus; denn im Zuge eines Planfeststellungsverfahrens müssen Prognosen über die Lärmbetroffenheit erstellt werden. Diese Prognosen dürfen sich zukünftig nicht mehr auf repräsentative Flugrouten beschränken, sondern müssen sich im Rahmen der Umweltverträglichkeitsprüfung auf den gesamten Einwirkungsbereich des Flughafens erstrecken. Dabei muss auch der Tatsache Rechnung getragen werden, dass sich Flugverfahren ändern können. Insoweit muss in einem Planfeststellungsverfahren vorab auf mögliche Konflikte hingewiesen werden, und diese Konflikte, die durch abweichende Flugverfahren später entstehen können, müssen dann auch im Planfeststellungsbeschluss bewältigt werden.

Die Regelungen werden also deutlich weitgreifender gefasst, als wir es aus der Vergangenheit gekannt haben. Das führt dazu, dass man sich schon zu Beginn eines Planfeststellungverfahrens und nicht erst zu einem späteren Zeitpunkt über mögliche Varianten von Flugverfahren unterhalten muss, was die Transparenz im Hinblick auf mögliche Belastungen deutlich erhöht.

Ein zweiter wesentlicher Punkt, der Teil der heute beschlossenen Änderung des Luftverkehrsgesetzes ist, beschäftigt sich mit der Frage der Landestellen von Hubschraubern im Bereich von Krankenhäusern. Sie kennen die Debatte aus der Vergangenheit: Es bestand Unsicherheit, ob Hubschrauber weiterhin auf den bisherigen Landeplätzen an Krankenhäusern starten und landen können. Ich habe in der Vergangenheit dafür gesorgt, dass wir die Landestellen als „Landeplätze im öffentlichen Interesse“ ausgewiesen und damit quasi die Situation geschaffen haben, dass sie weiterhin in Betrieb bleiben konnten. Das ist allerdings keine langfristige Möglichkeit. Wir müssen hier ein höheres Maß an Rechtssicherheit schaffen.

Grundsätzlich kann in Deutschland Luftverkehr nur auf Flugplätzen stattfinden. Die Landestellen, wie wir sie an Krankenhäusern kennen, sind eher Außenlandestellen und deswegen nicht einfach so als Flugplatz genehmigungsfähig. Wir brauchen sie aber trotzdem, um die schnelle Versorgung sicherzustellen. Deswegen haben wir mit dieser Gesetzesänderung dafür gesorgt, dass die Flächen, um die es geht, auch zukünftig zur Verfügung stehen, und zwar, indem sie als besondere Landestellen ausgewiesen werden, die keiner Genehmigungspflicht als Flugplatz mehr unterliegen. Somit können wir sicherstellen, dass in Deutschland die Landeplätze vorwiegend an Krankenhäusern in ihrer bisherigen Form gesichert sind.

Ich glaube, das ist ein bedeutendes und wichtiges Signal gerade an diejenigen, die sich in der Vergangenheit sehr engagiert haben und Gedanken machten, ob die bisherige Praxis der Landeplätze an den Krankenhäusern weiter sichergestellt ist. Heute können wir sagen: Sie ist sichergestellt.

Danke schön.",TOP 1 Befragung der Bundesregierung,14501,speech,18
2,489249,,2,123,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,,,"Herzlichen Dank. - Erster Fragesteller ist der Abgeordnete Stephan Kühn, BÜNDNIS 90/DIE GRÜNEN.",TOP 1 Befragung der Bundesregierung,14501,chair,18
3,489250,https://www.abgeordnetenwatch.de/profile/stephan-kuhn/archive/215191,3,123,Stephan Kühn (Dresden) (BÜNDNIS 90/DIE GRÜNEN),Stephan Kühn,stephan-kuhn,1760.0,gruene,"Vielen Dank, Herr Minister, für die Vorstellung des Gesetzentwurfs. - Wenn ich es richtig verstanden habe, haben Sie bezüglich der Festlegung von Flugrouten oder Flugverfahren einen Vorschlag gemacht, der sozusagen auf das reagiert, was von EU-Seite seit 2013 angemahnt wird, nämlich dass bei der Festlegung von Flugverfahren eine UVP-Pflicht - sprich die Erfüllung von Umweltrecht auf europäischer Ebene - umgesetzt wird. Vielleicht können Sie das noch einmal genauer darstellen.

Man stellt es sich, wenn man den Begriff „Flugrouten“ hört, ja so vor, als ob alle Flugzeuge auf einer Linie fliegen. Die Realität ist aber nicht so; vielmehr gibt es Einzelfreigaben. 80 Prozent der Flugrouten beruhen auf Einzelfreigaben. Dafür fehlen Kriterien. Insofern wird anders geflogen, als der Bürger denkt, wenn er Flugrouten vor Augen hat. Entsprechend sind dann auch andere Menschen vom Fluglärm betroffen.

Insofern die Frage: Wollen Sie dieses Problem, zu dem ja der Sachverständigenrat für Umweltfragen in seinem Gutachten im letzten Jahr Stellung genommen hat, angehen? Das ist ja für die Frage der Betroffenheit von Flugverkehr und der Festlegung von Flugverfahren entscheidend.",TOP 1 Befragung der Bundesregierung,14501,speech,18
4,489251,,4,123,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,,,Herr Minister.,TOP 1 Befragung der Bundesregierung,14501,chair,18
5,489252,https://www.abgeordnetenwatch.de/profile/alexander-dobrindt-0,5,123,"Alexander Dobrindt, Bundesminister für Verkehr und digitale Infrastruktur",Alexander Dobrindt,alexander-dobrindt,1847.0,,"Ich habe, ehrlich gesagt, nicht ganz verstanden, auf was die Frage abzielt. Vielleicht können Sie es auch noch einmal erläutern.

Tatsache ist jedenfalls, dass wir das Planfeststellungsverfahren gegenüber den bisherigen Planfeststellungsverfahren deutlich aufweiten. Im Planfeststellungsverfahren werden die Flugrouten, die vorgestellt werden, auf ihre Auswirkungen bezüglich Lärm geprüft. Wir gehen jetzt den Weg, dass wir sagen: Es muss davon ausgegangen werden, dass es auch Änderungen gegenüber diesen Flugrouten gibt, und in einem Planfeststellungsverfahren muss versucht werden, diese vorauszudenken. So entwickelt sich an einem Flughafen zum Beispiel durch Kapazitätserhöhungen oder andere auf die Flugrouten einwirkende Elemente die Situation der Flugrouten. Damit gibt es andere Betroffenheiten. Wir wollen, dass diese anderen Betroffenheiten schon im Vorhinein und nicht erst später einkalkuliert, diskutiert und einer Umweltverträglichkeitsprüfung unterzogen werden.",TOP 1 Befragung der Bundesregierung,14501,speech,18
6,489253,,6,123,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,,,Noch einmal eine Nachfrage des Abgeordneten Kühn.,TOP 1 Befragung der Bundesregierung,14501,chair,18
7,489254,https://www.abgeordnetenwatch.de/profile/stephan-kuhn/archive/215191,7,123,Stephan Kühn (Dresden) (BÜNDNIS 90/DIE GRÜNEN),Stephan Kühn,stephan-kuhn,1760.0,gruene,"Danke für die Präzisierung. - Das heißt also, dass sich Ihr Vorschlag rein auf die Festlegung von Flugrouten bezieht, die im Zusammenhang mit Planfeststellungsverfahren festgelegt werden. Es stellt sich da natürlich die Frage, da wir aktuell kaum Planungen für große Flughafenneubauten haben - ich wäre ja schon froh, wenn der eine oder andere einmal fertiggestellt würde -: Mit wie vielen Planfeststellungsverfahren aufgrund von Neu- oder Ausbau von Flughafeninfrastruktur rechnen Sie denn in der nächsten Zeit, bei denen dann diese Frage, die Sie gerade beschrieben haben, relevant wird?

Meines Erachtens muss es um die Frage gehen, wie bei der Festlegung von Flugrouten generell mit der Frage der Umweltverträglichkeitsprüfung umgegangen wird. Bezieht sich also Ihr Gesetzesvorschlag nur auf Planfeststellungsverfahren, von denen wir künftig wenige haben werden, oder geht es auch um den Bestand der Flughafeninfrastruktur und die Frage der Flugrouten in diesem Zusammenhang?",TOP 1 Befragung der Bundesregierung,14501,speech,18
8,489255,https://www.abgeordnetenwatch.de/profile/alexander-dobrindt-0,8,123,"Alexander Dobrindt, Bundesminister für Verkehr und digitale Infrastruktur",Alexander Dobrindt,alexander-dobrindt,1847.0,,"Wir reden über Planfeststellungsverfahren. Ich kann keine Prognose darüber treffen, wie viele Planfeststellungsverfahren wir in der Zukunft haben werden; denn das hängt davon ab, ob Planfeststellungen notwendig werden, weil an Flughäfen Veränderungen anstehen. Immer dann, wenn zukünftig Planfeststellungen vorgenommen werden, erfassen sie auch die Bereiche, in denen zukünftige An- und Abflugverkehre nicht ausgeschlossen werden können. Das bedeutet gegenüber dem bisherigen Verfahren eine deutlich breitere Erfassung, auch geografisch gesehen.",TOP 1 Befragung der Bundesregierung,14501,speech,18
9,489256,,9,123,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,,,"Gibt es Fragen zu anderen Themen der Kabinettssitzung? - Das ist nicht der Fall. Gibt es sonstige Fragen an die Bundesregierung? - Herr Abgeordneter Krischer, dann Frau Höhn und Frau Künast. - Bitte, Herr Abgeordneter Krischer.",TOP 1 Befragung der Bundesregierung,14501,chair,18
