,id,profile_url,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,706930,https://www.abgeordnetenwatch.de/profile/norbert-lammert,0,116,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zu unserer vorläufig letzten Plenarsitzung vor Beginn der parlamentarischen Sommerpause.

Bevor wir in die Tagesordnung eintreten, möchte ich zwei Kollegen zu ihren heutigen Geburtstagen gratulieren, und zwar der Kollegin Petra Crone zu ihrem 65. und dem Kollegen Manfred Grund zu seinem 60. Geburtstag.",TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,chair,18
1,706931,,1,116,,,,,,Beifall,TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,poi,18
2,706932,https://www.abgeordnetenwatch.de/profile/norbert-lammert,2,116,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Das ganze Haus ist in den guten Wünschen für Sie wieder einmal einträchtig vereint. Das Präsidium schließt sich dem ausdrücklich an. Da kann eigentlich schon nichts mehr schiefgehen.

Ich möchte Sie dann darüber informieren, dass sich der Ältestenrat in seiner gestrigen Sitzung darauf verständigt hat, in der Woche der Haushaltsberatungen, die ab dem 8. September dieses Jahres stattfinden, wie üblich keine Befragung der Bundesregierung, keine Fragestunde und auch keine Aktuellen Stunden durchzuführen. Als Präsenztage sind die Tage von Montag, dem 7. September, bis Freitag, dem 11. September, festgelegt worden. Das ist alles überraschungsfrei.

Ich füge - wahrscheinlich auch nur zu Ihrer mäßigen Überraschung - hinzu, dass keineswegs sicher ist, dass wir uns erst am 8. September dieses Jahres wieder zu einer Sitzung hier versammeln. Ich wiederhole also meine frühere Empfehlung: Schwimmen Sie nicht zu weit raus. Vielleicht wäre auch zu überlegen, Kurzurlaube in Berlin in fußläufiger Entfernung zum Reichstagsgebäude für die diesjährige Sommerpause einzuplanen, um für alle Eventualitäten gerüstet zu sein.",TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,chair,18
3,706933,,3,116,,,,,,Heiterkeit,TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,poi,18
4,706934,https://www.abgeordnetenwatch.de/profile/norbert-lammert,4,116,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,1754.0,,"Dann rufe ich nun die Tagesordnungspunkte 32 a und 32 b auf:

a)	-	Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Verbesserung der Zusammenarbeit im Bereich des Verfassungsschutzes

Drucksachen 18/4654, 18/5051

Beschlussempfehlung und Bericht des Innenausschusses (4. Ausschuss)

Drucksache 18/5415

-	Bericht des Haushaltsausschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung

Drucksache 18/5416

b)	Beratung der Beschlussempfehlung und des Berichts des Innenausschusses (4. Ausschuss)

-	zu dem Antrag der Abgeordneten Petra Pau, Jan Korte, Dr. André Hahn, weiterer Abgeordneter und der Fraktion DIE LINKE

Wirksame Alternativen zum nachrichtendienstlich arbeitenden Verfassungsschutz schaffen

-	zu dem Antrag der Abgeordneten Dr. Konstantin von Notz, Hans-Christian Ströbele, Irene Mihalic, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Für eine Zäsur und einen Neustart in der deutschen Sicherheitsarchitektur

Drucksachen 18/4682, 18/4690, 18/5415

Zu dem Gesetzentwurf der Bundesregierung liegt ein Entschließungsantrag der Fraktion Bündnis 90/Die Grünen vor.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 77 Minuten vorgesehen. - Ich höre keinen Widerspruch. Also können wir wohl so verfahren.

Ich eröffne die Aussprache und erteile dem Bundes-innenminister Thomas de Maizière das Wort.",TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,chair,18
5,706935,,5,116,,,,,,Beifall bei der CDU/CSU und der SPD,TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,poi,18
6,706936,https://www.abgeordnetenwatch.de/profile/dr-thomas-de-maiziere-0,6,116,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,1519.0,,"Herr Präsident! Liebe Kolleginnen und Kollegen! Die Aufdeckung der NSU-Verbrechen vor dreieinhalb Jahren war für uns alle ein Schock, war Ergebnis eines kollektiven Versagens der Sicherheitsbehörden, auch der Verfassungsschutzbehörden, führte zum NSU-Untersuchungsausschuss und war der Beginn eines umfassenden Reformprozesses der Verfassungsschutzbehörden von Bund und Ländern. Dazu gehört die Binnenreform dieses Bundesamtes - auch in den Ländern gibt es entsprechende Bemühungen -, und dazu gehört das Gesetz, das wir heute in zweiter und dritter Lesung beraten und verabschieden.

Dieses Gesetz ist eine entschlossene Konsequenz aus den Mängeln bei der Aufklärung der NSU-Verbrechen für den Bereich der Verfassungsschutzbehörden.",TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,speech,18
7,706937,https://www.abgeordnetenwatch.de/profile/ulla-jelpke/archive/187231,7,116,Ulla Jelpke [DIE LINKE],Ulla Jelpke,ulla-jelpke,1596.0,linke,Das sehen wir aber anders!,TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,poi,18
8,706938,https://www.abgeordnetenwatch.de/profile/dr-thomas-de-maiziere-0,8,116,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,1519.0,,"- Klar sehen Sie das anders; es hätte mich, ehrlich gesagt, auch überrascht, wenn nicht.",TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,speech,18
9,706939,,9,116,,,,,,Heiterkeit bei Abgeordneten der CDU/CSU und der SPD,TOP 32 Zusammenarbeit im Bereich des Verfassungsschutzes,14482,poi,18
