,id,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,288551,0,114,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zu unserer Plenarsitzung. Es gibt eine interfraktionelle Vereinbarung, die heutige Tagesordnung um eine Vereinbarte Debatte zur Situation nach dem Auslaufen des Finanzhilfeprogramms für Griechenland zu -erweitern und diese gleich als Zusatzpunkt 1 unserer Tagesordnung mit einer Debattendauer von 125 Minuten, also gut zwei Stunden, aufzurufen. Sind Sie mit dieser Vereinbarung einverstanden? - Das ist offensichtlich der Fall; also können wir so verfahren.

Liebe Kolleginnen und Kollegen, wir führen heute aus gegebenem Anlass wieder einmal eine Europadebatte. Wir reden über Herausforderungen und Probleme, die wir gemeinsam bewältigen müssen - im Bewusstsein einer Verantwortung, die wir für diese Union miteinander haben, die nicht nur eine Wirtschaftsgemeinschaft und eine Währungsunion ist. Bevor wir über Geld reden und über Regeln und Verträge, will ich an ein tatsächlich traumatisches Ereignis der jüngeren europäischen Geschichte erinnern.

Am 11. Juli 1995, also vor fast genau 20 Jahren, fielen serbische Einheiten in die bosnische Enklave -Srebrenica ein und töteten in den darauffolgenden Tagen rund 8 000 muslimische Bosnier, fast ausschließlich Männer und Jungen zwischen 13 und 80 Jahren, die in dieser UN-Schutzzone Zuflucht gesucht hatten. Bis zu 25 000 Frauen, Kinder und alte Menschen wurden zwangsverschleppt.

Die von serbischen Nationalisten trotz Anwesenheit von UN-Blauhelmsoldaten verübten Massaker waren der Höhepunkt eines als „ethnische Säuberung“ bezeichneten Vernichtungsprogramms, das auf die Schaffung eines ethnisch homogenen serbischen Staates zielte. Der -Massenmord an der bosnischen Zivilbevölkerung in -Srebrenica, der inzwischen vom Internationalen Strafgerichtshof für das ehemalige Jugoslawien sowie dem Internationalen Gerichtshof als Völkermord beurteilt worden ist, gilt als das schwerste Kriegsverbrechen in Europa seit Ende des Zweiten Weltkrieges.

Die damaligen Verbrechen im Südosten unseres Kontinents, außerhalb der Europäischen Union, erinnern uns auch daran, dass die europäische Idee wesentlich von dem Bestreben getragen wird, das friedliche Zusammenleben der Völker in Europa zu befördern und zu erhalten. Dessen sollten wir uns gerade vor dem Hintergrund der aktuellen, aufreibenden, gelegentlich zermürbenden, sicher lästigen Debatten auf europäischer Ebene und der wachsenden Kritik an der Europäischen Union bewusst sein.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,chair,18
1,288552,1,114,,,,,,"Beifall bei der CDU/CSU, der SPD und dem BÜNDNIS 90/DIE GRÜNEN sowie bei Abgeordneten der LINKEN",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
2,288553,2,114,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,Europa ist auch und vor allem eine Rechtsgemeinschaft und eine Friedensunion.,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,chair,18
3,288554,3,114,,,,,,Beifall bei der CDU/CSU und der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
4,288555,4,114,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Ich rufe nun den soeben aufgesetzten Zusatzpunkt 1 auf:

Vereinbarte Debatte

zur Situation nach dem Auslaufen des -Finanzhilfeprogramms für Griechenland

Hierzu liegt ein Entschließungsantrag der Fraktion Die Linke vor. Wir haben uns vorhin durch Beschluss auf die Debattendauer verständigt.

Ich eröffne die Aussprache und erteile der Bundeskanzlerin, Frau Dr. Angela Merkel, das Wort.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,chair,18
5,288556,5,114,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
6,288557,6,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Herr Präsident! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! Ohne Zweifel liegen turbulente Tage hinter uns; vor allem aber liegen schwere Tage hinter den Bürgerinnen und Bürgern Griechenlands, und weitere solche schweren Tage liegen vor ihnen. Sie haben mit einer außergewöhnlich harten Situation zu kämpfen; denn bevor wir über alle weiteren, in hohem Maße auch technischen Fragen von Programmen und Zahlen sprechen, müssen wir an die Menschen in Griechenland denken. Sie sind ein stolzes Volk und haben harte, sehr harte Tage zu bewältigen. Es ist gerade auch deshalb nicht einfach nur so dahingesagt, wenn ich wieder und wieder betone: Die Tür für Gespräche mit der griechischen Regierung war immer offen und bleibt immer offen. Das sind wir den Menschen schuldig, und das sind wir auch Europa schuldig.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
7,288558,7,114,,,,,,Beifall bei der CDU/CSU und der SPD sowie bei Abgeordneten des BÜNDNISSES 90/DIE GRÜNEN,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
8,288559,8,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Zur Realität, liebe Kolleginnen und Kollegen, gehört aber auch, zu sagen: Wir haben erlebt, dass Griechenland die Verhandlungen für den erfolgreichen Abschluss des zweiten Hilfsprogramms einseitig beendet hat, nachdem es sein Referendum für den kommenden Sonntag angekündigt hat. Wir haben erlebt, dass Griechenland seiner Verpflichtung nicht nachgekommen ist, die Zahlungen an den IWF fristgerecht zu leisten. Wir haben erlebt, dass das zweite Hilfsprogramm gestern Abend um 24 Uhr ausgelaufen ist.

Mit dem Auslaufen des zweiten Hilfsprogramms ist den Vorschlägen, die für die Sitzung der Euro-Gruppe am letzten Samstag auf dem Verhandlungstisch lagen und die sich auf das zweite Hilfsprogramm bezogen, die Grundlage entzogen. Um es klar zu sagen: Die Abhaltung eines Referendums ist ein Akt demokratischer -Souveränität Griechenlands. Es ist das legitime Recht Griechenlands, das zu tun, wann immer sie es wollen, worüber auch immer sie es wollen und mit welcher Wahlempfehlung der Regierung auch immer.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
9,288560,9,114,,,,,,Beifall bei Abgeordneten im ganzen Hause,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
10,288561,10,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Aber um es genauso klar zu sagen: Es ist ein ebensolcher Akt demokratischer Souveränität der anderen 18 Mitgliedstaaten der Euro-Gruppe, zu der griechischen Entscheidung ihrerseits eine angemessene Haltung zu entwickeln.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
11,288562,11,114,,,,,,Beifall bei der CDU/CSU und der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
12,288563,12,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Es ist ein ebensolches legitimes Recht dieser 18 ebenfalls allesamt demokratisch legitimierten Parlamente und Regierungen, ihre Haltung festzulegen, und das erst recht in einer Währungsunion; denn es sind nicht einfach nur 18 oder 19 Staaten, sondern es sind 19 Staaten mit einer gemeinsamen Währung, die mit ihrer jeweiligen Entscheidung immer auch das Wohl und Wehe der anderen, das Wohl und Wehe des Ganzen beeinflussen.

Gestern Abend ging ein Antrag des griechischen Ministerpräsidenten Alexis Tsipras beim Vorsitzenden der Euro-Gruppe, Jeroen Dijsselbloem, ein mit der Bitte um ein neues Hilfsprogramm. Die Finanzminister der Euro-Gruppe haben darüber beraten. Die Bundesregierung hat sich dazu in folgender Weise verständigt: Wir warten jetzt das Referendum ab. Vor dem Referendum kann über kein neues Hilfsprogramm verhandelt werden. - Das geht im Übrigen auch gar nicht ohne ein Mandat des Deutschen Bundestages, weil wir uns jetzt im Rechtsraum des ESM bewegen.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
13,288564,13,114,,,,,,Beifall bei der CDU/CSU und der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
14,288565,14,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Meine Damen und Herren, wir können das auch in Ruhe abwarten; denn Europa ist stark, viel stärker als vor fünf Jahren zu Beginn der europäischen Staatsschuldenkrise, die in Griechenland ihren Ausgang nahm. Wir sind stärker dank der Reformpolitik der letzten Jahre, die maßgeblich auch auf die Haltung Deutschlands zurückzuführen ist. Heute müssen die anderen 18 Mitgliedstaaten keine ökonomische Katastrophe mehr befürchten, weil Griechenland in Turbulenzen geraten ist. Wir haben Schutzvorkehrungen getroffen, an die im Februar 2010 noch nicht einmal im Ansatz zu denken war. Wir haben eine EFSF, wir haben einen Europäischen Stabilitätsmechanismus, den ESM, wir haben einen Fiskalpakt, und wir haben eine Bankenunion, die nicht nur eine gemeinsame Bankenaufsicht beinhaltet, sondern auch Mechanismen für eine Bankenabwicklung. Europa ist robuster geworden, und deshalb ist die heutige Lage zwar ohne Zweifel eine große Herausforderung für uns; aber eine Qual ist sie vor allem für die Menschen in Griechenland.

Das führt uns zum Kern der aktuellen Herausforderungen. Es geht nicht um 400 Millionen Euro oder 1,5 oder 2 Milliarden Euro,",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
15,288566,15,114,Dr. Diether Dehm [DIE LINKE],Dr. Diether Dehm,diether-dehm,400.0,linke,Es geht um den Sturz der Regierung!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
16,288567,16,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"um die vielleicht noch zwischen Institutionen der Euro-Gruppe und Griechenland gerungen wurde; man hört unterschiedliche Summen. Alle diese Summen sind zwar sehr große Beträge, aber sie alle stellten tatsächlich keine unüberwindbare Hürde dar. Nein, darum geht es nicht.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
17,288568,17,114,Dr. Diether Dehm [DIE LINKE],Dr. Diether Dehm,diether-dehm,400.0,linke,Sturz der Regierung!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
18,288569,18,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,Es geht - vom ersten Tag der Griechenland-Krise bis heute - immer um eine grundsätzliche Frage:,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
19,288570,19,114,Zuruf von der LINKEN,von der LINKEN,von-der-linken,,linke,Dass sich niemand wehrt!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
20,288571,20,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Europa ist eine Schicksalsgemeinschaft, und als solche zeichnet sie sich als eine Rechtsgemeinschaft, als Verantwortungsgemeinschaft aus. Das Wesen dieser Rechts- und Verantwortungsgemeinschaft ist die Fähigkeit zum Kompromiss. Jeder muss sie aufbringen, Griechenland genauso wie Deutschland, wie Frankreich und wie alle anderen. Eingegangen werden kann ein Kompromiss dann, wenn die Vorteile die Nachteile überwiegen. Sonst gehe ich, sonst geht die Bundesregierung jedenfalls einen Kompromiss nicht ein. Denn ein Kompromiss um jeden Preis wäre nur ein Ergebnis um des Ergebnisses willen, nur weil man mit einem Konflikt nicht leben kann, weil man Angst vor der Austragung des Konflikts hat, zum Beispiel dem eines Mitglieds der Euro-Zone mit den 18 anderen.

Es kann kein Zweifel bestehen: Verlöre Europa die Fähigkeit zum Kompromiss, bei dem die Vorteile die Nachteile überwiegen, dann wäre Europa verloren. Aber genauso sage ich klipp und klar: Ein guter Europäer ist nicht der, der eine Einigung um jeden Preis sucht. Ein guter Europäer ist vielmehr der, der die europäischen Verträge und das jeweilige nationale Recht achtet und auf diese Weise hilft, dass die Stabilität der Euro-Zone keinen Schaden nimmt.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
21,288572,21,114,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
22,288573,22,114,Wolfgang Gehrcke [DIE LINKE],Wolfgang Gehrcke,wolfgang-gehrcke,33.0,linke,Das entscheiden Sie?,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
23,288574,23,114,Weiterer Zuruf von der LINKEN,von der LINKEN,von-der-linken,,linke,Das sagt die Richtige!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
24,288575,24,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Gemäß diesem Verständnis Europas als Rechts- und Verantwortungsgemeinschaft verfolge ich und verfolgt die Bundesregierung bei allen Entscheidungen und Programmen der Euro-Zone zur Bekämpfung der Schuldenkrise von Beginn an immer ein Ziel, und zwar, eine neue Stabilitätskultur in Europa zu schaffen.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
25,288576,25,114,Zuruf von der LINKEN,von der LINKEN,von-der-linken,,linke,Na ja!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
26,288577,26,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"2010 standen wir an einer Weggabelung: Soll die Wirtschafts- und Währungsunion eine Transferunion mit Euro-Bonds und Ähnlichem werden oder eine Stabilitäts- und Wachstumsunion mit Solidarität und Eigenverantwortung, Leistung und Gegenleistung?",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
27,288578,27,114,,,,,,Zuruf des Abg. Dr. Gerhard Schick [BÜNDNIS 90/DIE GRÜNEN],TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
28,288579,28,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Wir haben uns für die Stabilitätsunion entschieden, weil es immer um die einzelnen Länder geht, aber auch immer um die Wirtschafts- und Währungsunion als Ganzes.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
29,288580,29,114,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
30,288581,30,114,Dr. Diether Dehm [DIE LINKE],Dr. Diether Dehm,diether-dehm,400.0,linke,Und um die Banken!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
31,288582,31,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Wir haben uns für eine Stabilitätsunion entschieden,",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
32,288583,32,114,Dr. Anton Hofreiter [BÜNDNIS 90/DIE GRÜNEN],Dr. Anton Hofreiter,anton-hofreiter,533.0,gruene,Wo ist denn Stabilität? Europa gilt inzwischen weltweit als der kranke Mann!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
33,288584,33,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"weil es immer auch um unseren Platz in der Welt geht: ökonomisch und sozial, mit unseren Interessen und vor allem mit unseren Werten.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
34,288585,34,114,Zuruf von der LINKEN,von der LINKEN,von-der-linken,,linke,"Ja, ja! Im Mittelmeer versinken die Werte!",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
35,288586,35,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Um es einfach zu sagen: Auch Deutschland geht es auf Dauer nur dann gut, wenn es auch Europa gut geht, meine Damen und Herren.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
36,288587,36,114,,,,,,Beifall bei der CDU/CSU und der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
37,288588,37,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Natürlich gingen auch mit einer Transferunion in -Europa wahrlich nicht die Lichter aus. Es ließe sich vielleicht sogar eine Zeit lang ganz ordentlich leben. Aber dauerhaft erfolgreich in der Zukunft, in 10, 20 oder 30 Jahren, wären wir nicht mehr. Wir wollen das aber sein, und wir wollen für unsere Werte in einer globalen Welt einstehen können.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
38,288589,38,114,Zuruf von der LINKEN,von der LINKEN,von-der-linken,,linke,Na ja!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
39,288590,39,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"Ich will nicht, dass wir irgendwie durch die Krise kommen, möglichst schnell Ruhe bekommen, und gut ist es.

Ich will, dass Europa stärker aus der Krise herauskommt, als es in diese Krise hineingegangen ist,",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
40,288591,40,114,Dr. Anton Hofreiter [BÜNDNIS 90/DIE GRÜNEN],Dr. Anton Hofreiter,anton-hofreiter,533.0,gruene,Das hat aber in den letzten fünf Jahren nicht geklappt!,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
41,288592,41,114,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,474.0,,"damit wir im Wettbewerb mit China, Indien, Südamerika und anderen stark sind, damit wir unsere Interessen, unsere Art, zu wirtschaften, zu arbeiten, zu leben, und unsere Werte - Freiheit, Menschenwürde, Rechtsstaatlichkeit - überzeugend vertreten können.",TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,speech,18
42,288593,42,114,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP ZP 1 Vereinbarte Debatte/ Griechenland,2266,poi,18
