,id,sequence,sitzung,speaker,speaker_cleaned,speaker_fp,speaker_key,speaker_party,text,top,top_id,type,wahlperiode
0,321700,0,118,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,494.0,,"Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zur 118. Plenarsitzung des Deutschen Bundestages. Die heutige Sitzung habe ich gemäß Artikel 39 Absatz 3 Satz 2 des Grundgesetzes einberufen, und ich gehe davon aus, dass Sie nachweislich Ihrer bemerkenswert starken Anwesenheit mit der Einberufung dieser Sitzung einverstanden sind. Die Unvermeidlichkeit war ja auch hinreichend gut erkennbar.

Nun rufe ich unsere Tagesordnungspunkte 1 a und 1 b auf:

a)	Abgabe einer Regierungserklärung durch den Bundesminister der Finanzen

Stabilitätshilfe zugunsten Griechenlands

b)	Beratung des Antrags des Bundesministeriums der Finanzen

Einholung eines zustimmenden Beschlusses des Deutschen Bundestages, der Hellenischen Republik Stabilitätshilfe in Form einer Finanzhilfefazilität zu gewähren, sowie zur Vereinbarung über ein Memorandum of Understanding zwischen der Hellenischen Republik und dem Europäischen Stabilitätsmechanismus (ESM)

Drucksache 18/5780

Die Anhänge zu diesem Memorandum liegen als Unterrichtung zu diesem Antrag vor und sind allen Mitgliedern des Hauses zugegangen. Über den Antrag des Bundesministeriums der Finanzen werden wir am Schluss der Beratung namentlich abstimmen. Zu diesem Antrag des Bundesministeriums der Finanzen liegt auch ein Entschließungsantrag der Fraktion Bündnis 90/Die Grünen vor.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache im Anschluss an die Regierungserklärung 125 Minuten, also gut zwei Stunden, vorgesehen. Ich darf auch hierzu Ihr Einvernehmen feststellen. - Das ist offenkundig der Fall. Dann haben wir das so beschlossen.

Das Wort zur Abgabe einer Regierungserklärung hat der Bundesminister der Finanzen, Wolfgang Schäuble.",TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,chair,18
1,321701,1,118,,,,,,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,poi,18
2,321702,2,118,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,413.0,,"Herr Präsident! Meine Damen und Herren! Die Entscheidung über ein weiteres Hilfsprogramm für Griechenland fällt nicht leicht. Die Debatten zu den Hilfen für Griechenland waren und sind aus guten Gründen streitig. Es gibt beachtliche Gründe dafür und es gibt beachtliche Gründe dagegen - ökonomische und politische; das ist unbestritten. Das liegt an der unvollständigen Konstruktion der Währungsunion, der eben eine gemeinsame Haushalts-, Finanz- und Wirtschaftspolitik fehlt. So konnten einzelne Euro-Länder Entscheidungen auf Kosten der Gemeinschaft treffen, weil Verantwortung und Haftung immer wieder auseinanderzufallen drohten.

Im Zuge der Euro-Krise haben wir die Währungsunion seit 2010 stabiler gemacht: mit den neu eingeführten Regeln für den Stabilitäts- und Wachstumspakt, mit dem sogenannten Six-Pack, und mit dem Fiskalpakt. So ist es gelungen, Verantwortung und Haftung näher zusammenzuführen. Mit der Bankenunion haben wir den Teufelskreis zwischen Staatsschulden und Bankenkrisen durchbrochen. Mit gezielten Reformprogrammen haben wir die Wachstumskräfte in der Währungsunion gestärkt. Das war erfolgreich: in Irland, in Portugal, in Spanien und in Zypern. Es hat bis zum letzten Jahr auch in Griechenland funktioniert. Dabei war Griechenland von Anfang an ein außergewöhnlich schwieriger Fall.

Vor dem ersten Programm hatte Griechenland 2009 ein Haushaltsdefizit und ein Leistungsbilanzdefizit von jeweils 15 Prozent - vor der Euro-Krise. Dazu kamen und kommen die schwierigen institutionellen Rahmenbedingungen, schwache Strukturen der Verwaltung und der Justiz, hohe Sozialleistungen und ein überdimensionierter Beamtenapparat. Trotzdem war Griechenland bis Ende vergangenen Jahres auf gutem Weg. Griechenland hatte Wachstum; es hatte im vergangenen Jahr eine höhere Wachstumsrate als die meisten anderen Länder der Euro-Zone. Griechenland hatte einen Handelsbilanzüberschuss, einen Primärüberschuss, und auch die Arbeitslosigkeit begann zu sinken.",TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,speech,18
3,321703,3,118,Klaus Ernst [DIE LINKE],Klaus Ernst,klaus-ernst,575.0,linke,50 Prozent -Jugendarbeitslosigkeit!,TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,poi,18
4,321704,4,118,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,413.0,,"- Sie ging zurück. Sie war vorher so hoch, Herr Kollege. Das ist in Krisen so. Ich kann Ihnen einmal die Zahlen aus anderen Ländern sagen. Griechenland war auf einem guten Weg, auf einem besseren, als viele zu hoffen gewagt haben.

Nun ist auch wahr: Die Wiedergewinnung tragfähiger öffentlicher Finanzen als Voraussetzung für Wachstum, Wettbewerbsfähigkeit, Investitionen und Arbeitsplätze erfordert von der Bevölkerung in jedem Fall erhebliche Anpassungsleistungen. Je länger die Anpassungsleistungen dauern, umso schwieriger ist es auch für eine Bevölkerung, dafür den politischen Konsens und den sozialen Konsens aufrechtzuerhalten. Aber sie sind unverzichtbar, insbesondere wenn man Mitglied in einer Währungsunion ist. Die Entscheidung, ob man solche Anpassungsleistungen zu tragen bereit und in der Lage ist, liegt ausschließlich im jeweiligen Land. Aber für die Mitgliedschaft in der Währungsunion sind sie unverzichtbar.

Das Problem des griechischen Ministerpräsidenten war, dass er vor und nach der letzten Wahl versprochen hatte, genau diese Entscheidung zu vermeiden. Er hatte versprochen: Griechenland bleibt in der Euro-Zone, ohne Reformen, ohne Programm. Dies hat sich als ein nicht haltbares Versprechen herausgestellt. Jetzt muss er das Gegenteil von dem machen, was er versprochen hatte. Darüber ist die Einheit seiner Partei ganz offensichtlich schweren Belastungen ausgesetzt.

Erst als die Unausweichlichkeit der Entscheidung klar war, haben sich die Verantwortlichen in Griechenland für einen neuen Anfang entschieden. Wenn der Ministerpräsident im Parlament und öffentlich gesagt hat - ich zitiere -, dass Griechenland jetzt all das umstürzen müsse, was Griechenland in diese Krise geführt habe, um dauerhaft zu Wachstum und Beschäftigung zu kommen, dann ist das von seiner Seite die Bestätigung, dass es richtig war, Griechenland die Notwendigkeit, diese Wahl zu treffen, deutlich vor Augen zu führen. Dazu hat die Euro-Gruppe, dazu hat Deutschland beigetragen. Das ist im Interesse Griechenlands und im Interesse Europas.",TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,speech,18
5,321705,5,118,,,,,,Beifall bei Abgeordneten der CDU/CSU und der SPD,TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,poi,18
6,321706,6,118,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,413.0,,"Die Vereinbarung der Staats- und Regierungschefs vom 12. Juli 2015 enthält die Rahmenbedingungen. Danach haben die Institutionen die Vereinbarungen mit der griechischen Regierung erarbeitet. Die Institutionen sind die Europäische Kommission, die Europäische Zentralbank und der Internationale Währungsfonds. Früher haben wir diese Einrichtungen Troika genannt, jetzt nennen wir sie Institutionen. Sie haben die Vereinbarungen mit der griechischen Regierung erarbeitet, das sogenannte Memorandum of Understanding, und abgeschlossen. Auf dieser Grundlage hat die Euro-Gruppe am -vergangenen Freitag völlig einmütig einen Beschluss vorbereitet, für den ich im Deutschen Bundestag um Zustimmung ersuche.

Das Programm für die nächsten drei Jahre sieht Finanzhilfen von bis zu 86 Milliarden Euro vor. Die erste Tranche soll 26 Milliarden Euro betragen. Sie dienen der Ablösung der schon im Juli beschlossenen Brücken-finanzierung zur Bedienung der fällig gewordenen auswärtigen Verbindlichkeiten - mit über 12 Milliarden Euro -; etwas mehr als 3 Milliarden Euro werden für die Erfüllung aufgelaufener Zahlungsverpflichtungen in Griechenland zur Verfügung gestellt, damit die griechische Wirtschaft wieder in Schwung kommen kann. Denn wenn Rechnungen nicht bezahlt werden, dann kommt die Wirtschaft nicht in Schwung.

Darüber hinaus werden Griechenland 10 Milliarden Euro auf einem gesonderten Konto beim ESM für die Bankenrekapitalisierung bereitgestellt; denn die zügige Rekapitalisierung der Banken in Griechenland ist wiederum notwendig, damit die Kapitalverkehrskontrollen schrittweise aufgehoben werden können. Auch das ist wichtig, damit die griechische Wirtschaft wieder Fuß fasst.

Die weiteren im Programm vorgesehenen Tranchen werden Zug um Zug mit erfolgreichen Programmüberprüfungen in den kommenden Jahren gezahlt. Diese Konditionalität mit Überprüfungen ist Bestandteil und Bedingung eines jeden europäischen Stabilisierungsprogramms. Die Institutionen werden die Umsetzung der Auflagen alle drei Monate überprüfen. Auf der Grundlage dieser Überprüfungen wird in der Euro-Gruppe bzw. im Board des Europäischen Stabilitätsmechanismus über die jeweiligen Auszahlungen beschlossen, wobei der Deutsche Bundestag jeweils im Rahmen des ESM-Finanzierungsgesetzes über die Entscheidungen informiert oder daran beteiligt wird - so wie das in unserer Gesetzgebung beschlossen und geregelt ist. Die erste Überprüfung soll im Oktober 2015 stattfinden.

Ziel der Reformmaßnahmen ist, dass Griechenland wirtschaftlich möglichst schnell wieder auf eigenen Beinen stehen kann. Deshalb ist es erforderlich, dass Griechenland ab 2016 wieder Primärüberschüsse erwirtschaftet. Ich will daran erinnern: Griechenland hatte im vergangenen Jahr einen Primärüberschuss. Wir hatten die Aussicht, dass in diesem Jahr ein ansteigender Primärüberschuss entstehen würde. Das ist leider durch die Entwicklungen der letzten acht Monate unmöglich geworden. Aber ab dem kommenden Jahr soll wieder ein kleiner und dann ansteigender Primärüberschuss erwirtschaftet werden: 0,5 Prozent im kommenden Jahr, 1,75 Prozent in 2017 und ab 2018 ein Primärüberschuss von 3,5 Prozent.

Die Reformmaßnahmen betreffen insbesondere eine verbesserte Haushaltsplanung, eine größere Steuergerechtigkeit, eine Modernisierung der Arbeits- und Produktmärkte und der öffentlichen Verwaltung, eine Privatisierungsstrategie und eine Rentenreform. Insgesamt sieht das Programm zahlreiche und umfangreiche Einzelmaßnahmen vor, von denen ein Großteil - das ist das Neue - bereits vorab im griechischen Parlament verabschiedet worden ist. Wichtige konkrete Reformmaßnahmen umfassen unter anderem die Liberalisierung des Energiemarkts, die Abschaffung von Steuerbegünstigungen, die Bekämpfung von Korruption in der Verwaltung, den Umbau des Renten- und Gesundheitswesens, die Wiederherstellung von Liquidität und Kapitalausstattung angeschlagener Banken, den Umgang mit notleidenden Krediten und die Einrichtung eines Privatisierungsfonds.

Bei den Bankenrekapitalisierungsmaßnahmen, die sich in dem Programm, im Rahmen der 86 Milliarden Euro, auf bis zu 25 Milliarden Euro belaufen können - je nachdem, was durch die europäische Bankenaufsicht als Notwendigkeit ermittelt wird -, ist sichergestellt, dass über die ersten 10 Milliarden Euro hinaus zunächst der tatsächliche Bedarf durch einen Stresstest der europäischen Bankenaufsicht ermittelt wird. Darüber hinaus ist Voraussetzung, dass die Programmüberprüfung im Oktober 2015 erfolgreich abgeschlossen wird. Darüber hinaus wird das Bail-in-Instrument für Anleihegläubiger erstrangiger Schuldtitel gelten. Die Beteiligung von Einlegern bleibt vor Inkrafttreten der Bankenrestrukturierungsrichtlinie ausgeschlossen.

Für das den Banken zur Verfügung zu stellende Kapital, also bis zu 25 Milliarden Euro, sollen entsprechende Anteile an den unabhängigen Privatisierungsfonds übertragen werden. Dieser Privatisierungsfonds soll bis Ende 2015 unter der Aufsicht der relevanten europäischen -Institutionen seine Arbeit aufnehmen. Den ersten Entwurf dafür muss Griechenland schon im Oktober 2015 vorlegen. In diesen Fonds sollen während der Laufzeit des Programms - über die im MoU vereinbarten Privatisierungen hinaus - werthaltige Vermögenswerte transferiert werden, die sich im Wert entwickeln sollen, damit sie nach Abschließen der Privatisierung zusätzlich zur Schuldenreduzierung und zur Förderung von Investitionen in Griechenland beitragen können.",TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,speech,18
7,321707,7,118,Dr. Anton Hofreiter [BÜNDNIS 90/DIE GRÜNEN],Dr. Anton Hofreiter,anton-hofreiter,533.0,gruene,Das klappt doch nie!,TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,poi,18
8,321708,8,118,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,413.0,,"Für die Bundesregierung ist unabdingbar, dass der Internationale Währungsfonds mit seiner besonderen Expertise bezüglich Staatsschuldenkrisen weiter an Bord bleibt. Die Euro-Gruppe teilt diese Auffassung, und sie hat dies in ihrer Erklärung vom Freitag ausdrücklich niedergelegt. Der Internationale Währungsfonds wird seinerseits über eine weitere Beteiligung nach einer Überprüfung des Programms im Herbst entscheiden.

Man muss daran erinnern: Das eigentliche Programm des Internationalen Währungsfonds hatte eine Laufzeit bis Ende März kommenden Jahres. Durch die Nichtbedienung einer Zahlung Ende Juni, Anfang Juli dieses Jahres an den IWF ist das Programm außer Kraft getreten. Deswegen hat der IWF schon bei den Verhandlungen der Staats- und Regierungschefs am 12. Juli 2015 erklärt, dass ein neues Programm für den IWF notwendig ist und dass der IWF darüber erst im Oktober 2015 nach einer ersten Programmübersicht - im Lichte der eingetretenen Verzögerungen bei der Bedienung von IWF-Verbindlichkeiten - nach IWF-Regeln entscheiden wird. Aber seine grundsätzliche Bereitschaft zu einer weiteren Beteiligung hat der IWF erklärt, und er hat Maßnahmen spezifiziert, die jetzt auf den Weg gebracht werden müssen.",TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,speech,18
9,321709,9,118,,,,,,Zuruf der Abg. Katrin Göring-Eckardt [BÜNDNIS 90/DIE GRÜNEN],TOP 1 Regierungserklärung Stabilitätshilfe für Griechenland,2291,poi,18
